"Subject_ID","Trait_4","Trait_5","Trait_6","Trait_7","Trait_8","Trait_9","Trait_10","Trait_11","Trait_12","Trait_13","Trait_14","Trait_15","Trait_16","Trait_17","Trait_18","Trait_19","Trait_20","Trait_21","Trait_22","Trait_23","Trait_24","Trait_27","Trait_28","Trait_29","Trait_30","Trait_31","Trait_33","Trait_34","Trait_35","Trait_36","Trait_37","Trait_40","Trait_44","Trait_45","Trait_46","Trait_47","Trait_50","Trait_53","Trait_54","Trait_55","Trait_56","Trait_73","Trait_79","Trait_80","Trait_81","Trait_82","Trait_83","Trait_84","Trait_85","Trait_86","Trait_88","Trait_89","Trait_90","Trait_91","Trait_92","Trait_93","Trait_94","Trait_95","Trait_96","Trait_97","Trait_98","Trait_99","Trait_100","Trait_101","Trait_102","Trait_103","Trait_104","Trait_105","Trait_106","Trait_107","Trait_108","Trait_109","Trait_110","Trait_111","Trait_112","Trait_113","Trait_114","Trait_115","Trait_116","Trait_117","Trait_118","Trait_119","Trait_120","Trait_121","Trait_122","Trait_123","Trait_124","Trait_125","Trait_126","Trait_127","Trait_128","Trait_135","Trait_138","Trait_139","Trait_140","Trait_143","Trait_144","Trait_145","Trait_146","Trait_147","Trait_148","Trait_149","Trait_150","Trait_151","Trait_152","Trait_153","Trait_154","Trait_155","Trait_156","Trait_157","Trait_158","Trait_159","Trait_160","Trait_161","Trait_162","Trait_163","Trait_164","Trait_167","Trait_168","Trait_169","Trait_170","Trait_171","Trait_175"
187850,103.2814,85.65025,104.8351,85.36307,28,1515,129.82,128.38,121.88,46.88,46.88,21.88,40.63,40.63,29375,4375,9375,8125,9375,0.20162916,0.24166687,29,60,113,7,0,1,0.9417,6,97.6,104.06,13,118.12,111.19,118.03,132.09,1.13,1,1,0,1,0,0,0,0,0,0,0,1,0,3,1,50,2,51,1,51,2,52,5,54,1,50,4,56,0,50,8,2,4,41,5,46,15,24,44,2,50,3,51,0,50,1,50,5,53,1,4,52,0,0,43.8,20,16,1.8,36,1360,6,7,8,8,7,47.5,36.6,43.4,51.2,44.8,43.6,54.6,62.4,57.3,60.2,64.6,62,37.6,41.4,35.9,27,31,31,15,31,6
188145,123.4163,116.6807,124.4889,117.9964,33,2435,112.27,104.04,190.63,171.88,159.38,96.88,46.88,21.88,39375,38125,35625,30625,31875,0.37311354,0.83828145,13,59,120,0,1,0.9833,1,8,122.75,126.18,16,96.47,86.46,91.94,102.65,1.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,50,1,50,3,54,0,50,0,50,0,50,0,50,1,50,5,0,6,43,1,34,5,12,35,1,50,2,50,2,55,3,53,0,50,0,0,50,0,0,38.6,20,20,1.92,38,1575,7,8,8,7,8,44.8,36.6,49.8,46,52.4,43.6,35.1,56.8,71.9,60.6,48.4,66.5,43.1,41.7,44,37,21,39,12,24,3
188246,105.3107,90.14745,109.8468,102.2341,37,1842.5,114.52,101.27,196.88,190.63,178.13,153.13,96.88,96.88,39375,39375,39375,39375,30625,0.62754065,0.9296877,25,58,115,5,2,0.9667,0.9583,12,103.57,112.89,12,109.84,99.38,108.8,122.76,1.24,0,1,0,1,1,0,0,0,0,0,0,1,0,3,1,50,0,50,0,50,1,50,1,50,0,50,1,50,4,56,3,2,1,31,5,46,5,11,36,0,50,2,50,0,50,0,50,3,51,2,1,50,1,0,54.4,20,10,1.88,37,1740,6,7,8,8,8,44.2,48,71.4,46,50.5,43,45.3,60.6,57.1,57.6,50.2,66.5,37.6,33.5,35.9,38,23,38,8,39,1
188347,102.25,86.04,106.23,94.89,32,1335,124.93,115.61,153.13,3.13,3.13,3.13,3.13,3.13,29375,39375,625,625,625,0.037566666,0.19791688,69,32,119,1,28,0.5333,0.9917,24,108.26,117.39,17,115.38,105.31,103.4,116.5,1.56,0,1,0,1,0,0,0,0,0,0,0,1,0,4,1,50,2,51,1,50,2,51,3,50,3,51,3,56,3,54,5,4,4,40,9,52,10,23,43,0,50,1,50,1,51,2,51,5,52,3,3,52,0,0,38.6,20,12,1.76,39,1700,7,8,8,8,8,28.6,49,60.1,32.9,47,34.2,35.9,46.8,62.9,57.8,50.2,66.5,37.6,33.5,35.9,30,23,39,14,32,2
188448,125.3169,120.881,122.8005,120.2452,37,1485,121.22,110.48,178.13,40.63,21.88,3.13,3.13,3.13,39375,38125,625,625,625,0.061525,0.20546895,11,59,114,6,1,0.9833,0.95,7,118.14,126.18,16,112.77,102.2,103.7,116.79,1.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,53,2,51,0,50,2,51,4,50,1,50,1,51,7,67,10,3,9,48,9,52,16,34,48,2,50,4,51,0,50,4,57,5,52,3,1,50,1,0,45.9,20,12,1.88,39,1890,8,7,8,8,8,52.8,62.6,55,45.7,56.6,46.1,48.3,55.9,58.7,56.1,55.7,52.5,49.8,47.7,49.2,34,29,36,15,37,3
188549,124.1721,119.2796,122.2997,119.7518,30,1610,90.59,67.76,34.38,15.63,3.13,9.38,3.13,3.13,5625,9375,625,3125,1875,0.029363541,0.10026062,10,59,117,3,1,0.9833,0.975,7,85.26,96.99,16,123.46,112.1,87.35,99.42,1.14,1,1,0,1,0,0,0,0,0,0,0,1,0,1,15,65,3,54,5,60,7,68,7,56,4,52,4,56,5,60,16,13,23,63,13,55,30,66,59,8,61,4,52,3,61,3,54,7,57,4,4,52,1,0,50.1,20,20,1.92,36,1995,7,8,8,8,5,46,58.5,53.2,56.5,56.2,48.7,50.6,44.2,53.4,42.7,46.5,50.4,62.1,58.3,59.7,40,29,34,21,26,4
188751,119.9379,113.71,110.4183,103.411,25,1687.5,122.72,112.44,171.88,96.88,140.63,46.88,21.88,3.13,39375,35625,29375,14375,4375,0.22428542,0.48515645,18,60,116,4,0,1,0.9667,9,103.57,112.89,15,112.77,102.2,82.93,95.39,1.23,0,5,1,1,1,1,0,1,0,0,0,1,0,3,1,50,0,50,0,50,1,50,1,50,0,50,7,61,6,63,10,3,1,31,13,55,12,26,45,2,50,1,50,0,50,1,50,3,51,2,5,54,1,0,50.1,20,16,1.8,37,1620,6,8,8,8,7,47.5,36.6,43.4,41.5,49.8,41.6,40,49.2,67.9,56.5,46.2,55.6,37.6,44.2,40.7,44,31,41,5,38,3
189349,111.17,98.92,109.36,100.98,34,1722.5,117.67,105.63,103.13,40.63,40.63,21.88,9.38,9.38,28125,9375,8125,9375,1875,0.09980625,0.21093771,13,56,114,6,4,0.9333,0.95,11,98.44,108.06,16,119.97,108.99,107.85,121.55,1.69,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,50,2,51,2,51,1,50,4,50,1,50,1,51,1,50,7,1,6,43,3,41,12,21,41,3,51,3,50,1,51,3,53,2,50,1,1,50,0,0,48.6,20,12,1.8,37,2500,7,7,8,7,8,41.4,42.4,53.2,52.9,61.7,42.2,40.6,46.9,62.8,42.6,60.1,52.3,43.1,53.7,49.9,36,28,43,6,32,2
189450,109.59,96.61,108.1,98.42,35,1540,99.55,79.72,146.88,46.88,96.88,34.38,9.38,3.13,39375,38125,29375,35625,34375,0.1474625,0.86640644,17,57,114,6,3,0.95,0.95,8,89.14,100.43,14,103.64,92.12,91.88,104.24,1.33,0,1,0,1,1,0,0,0,0,0,0,1,0,3,7,54,1,50,1,51,2,52,16,67,6,54,5,57,3,53,16,5,9,50,14,56,34,57,56,6,57,4,52,0,50,3,54,16,69,8,6,57,0,0,38.6,20,16,1.72,31,1869,6,7,8,7,3,53.7,48.9,61.1,53.9,40.1,55,52.1,48,57.1,50,52.7,66.5,37.6,52.5,44.5,21,27,30,18,31,5
189551,105.9301,89.09227,115.6281,105.1555,35,1557.5,117.2,111.48,121.88,71.88,21.88,21.88,46.88,21.88,39375,4375,625,4375,4375,0.17923333,0.15625021,17,60,117,3,0,1,0.975,9,112.66,117.39,14,115.31,108.43,94.47,105.02,1.1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,50,0,50,0,50,0,50,2,50,0,50,0,50,0,50,5,0,2,36,0,30,7,9,33,2,50,2,50,0,50,2,51,2,50,0,0,50,0,0,52.6,20,12,1.92,32,1340,7,6,8,5,6,42.5,53.8,52.2,42.6,44.8,44.7,45.3,52,41.3,46.5,42,42.2,53.7,52.7,54.1,27,29,38,16,25,1
189652,111.714,97.80318,117.3556,107.2076,34,1414.5,89.64,70.51,96.88,121.88,90.63,96.88,40.63,46.88,34375,29375,19375,19375,9375,0.32532707,0.4812502,21,54,115,5,6,0.9,0.9583,9,97.6,104.06,16,89.59,78.01,110.78,122.76,1.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,69,1,50,9,69,5,62,9,58,3,51,4,56,3,53,17,9,28,66,10,52,31,69,60,7,59,9,66,6,68,6,64,12,64,7,3,51,0,1,46.3,20,12,1.8,34,1684.5,7,6,8,7,6,47.5,49,43.4,54.9,54.7,41.3,55.7,46.3,60.1,52.2,52.7,66.5,37.6,33.5,35.9,39,13,35,29,36,4
190031,124.57,119.82,123.66,121.81,36,1949.5,122.7,112.37,196.88,190.63,146.88,46.88,40.63,15.63,39375,39375,29375,9375,4375,0.30175936,0.4531252,16,60,120,0,0,1,1,9,108.26,117.39,16,111.24,100.75,90.51,102.65,1.29,0,1,0,1,0,2,0,2,0,0,0,1,0,4,9,56,4,59,1,50,6,65,11,60,5,53,5,60,4,57,14,11,14,54,14,57,31,59,57,5,53,5,52,1,51,4,57,8,57,5,3,52,0,0,38.6,20,16,1.76,36,1723.5,7,7,8,8,6,57.4,54.5,43.4,46.2,44.8,54.3,50.3,53.7,41.7,48.1,40.2,52.2,57,48.8,46.9,37,40,25,19,35,3
190132,128.749,122.7544,125.9507,120.4326,36,1650,105.28,93.58,90.63,46.88,46.88,21.88,21.88,3.13,30625,34375,30625,30625,23125,0.117384374,0.7313804,53,58,116,4,2,0.9667,0.9667,10,84.01,93.9,17,102.71,93.49,101.43,112.19,1.45,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,50,0,50,0,50,0,50,2,50,1,50,0,50,0,50,4,0,1,32,1,34,6,8,32,1,50,2,50,0,50,0,50,1,50,0,1,50,0,0,38.6,20,16,1.8,35,1650,8,7,8,6,6,44.2,40.5,49.8,51.2,44.8,38.9,42.6,47.6,57.7,55.6,44.4,33.3,52,47.8,44,41,32,37,5,33,3
190940,102.4008,84.6122,112.7107,100.7777,28,1919.5,76.8,53.53,171.88,178.13,96.88,96.88,103.13,3.13,39375,39375,39375,39375,39375,0.40774897,0.9843752,23,54,114,6,6,0.9,0.95,12,93.3,100.43,13,92.34,81.23,91.95,102.67,0.93,1,1,0,1,1,0,1,0,0,0,0,1,1,4,11,61,3,54,7,64,3,55,13,63,5,53,9,65,3,53,21,9,21,62,17,58,37,75,61,8,61,8,63,5,66,1,50,13,65,7,10,64,3,1,52,20,10,1.8,34,2055,7,6,8,7,6,46.5,45.1,43.4,46.2,57.4,46.8,49,44.4,49.2,63.1,52.7,53,57.8,33.5,35.9,32,37,26,14,33,6
191033,110.88,98.38,113.7,108.39,36,1760,115.9,102.73,59.38,21.88,46.88,9.38,46.88,21.88,19375,19375,4375,9375,4375,0.16178542,0.22812521,18,57,112,8,3,0.95,0.9333,9,94.33,104.06,16,116.34,106.38,100.06,112.75,1.22,1,1,0,1,0,0,0,0,0,0,0,1,0,1,6,52,0,50,2,51,1,50,9,58,6,54,2,52,6,65,13,3,8,46,14,57,23,45,52,4,52,6,55,1,51,2,51,7,55,4,4,54,1,0,56,20,20,1.92,34,1535,8,5,7,8,6,56.4,47.1,55.2,53.9,60,46.1,51.9,46.8,62.8,58.7,58.7,46.6,53.5,49,46.6,39,28,35,17,32,10
191235,113.7257,104.0187,113.1324,107.7477,36,1335,134.82,127.45,146.88,96.88,46.88,21.88,90.63,21.88,31875,38125,9375,4375,625,0.28079584,0.2734377,26,55,117,3,5,0.9167,0.975,9,98.44,108.06,14,121.28,110.41,116.91,133.67,1.39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,0,50,3,55,0,50,6,55,3,51,0,50,2,51,10,3,4,41,5,46,16,25,45,3,51,2,50,2,57,0,50,7,57,4,2,50,0,0,38.6,20,10,1.8,39,1620,7,8,8,8,8,44.2,42.4,55.8,41.7,45.3,34.2,41.9,56.2,65.5,49.4,50.2,58.5,37.6,33.5,35.9,30,20,38,2,30,5
191336,120.4,112.76,120.92,112.15,37,1305,131.39,129.6,140.63,46.88,84.38,40.63,40.63,21.88,38125,36875,28125,15625,8125,0.22311354,0.5157554,15,58,117,3,2,0.9667,0.975,9,122.75,126.18,17,123.33,115.21,117.97,132.07,1.43,2,5,1,1,1,0,0,0,0,0,0,1,0,4,11,61,4,57,0,50,2,52,6,55,11,62,6,59,6,63,5,9,15,58,23,64,13,51,55,7,59,6,58,0,50,6,64,5,53,3,6,57,1,0,43.8,20,16,1.84,39,1581,7,8,8,8,8,60.6,36.6,58.6,59.8,40.1,48.1,57.4,55.1,45.4,38.4,49.9,60.9,52,53.9,47.3,27,27,35,26,30,5
191437,113.93,102.24,117.18,106.95,39,1711.75,102.93,90.12,96.88,128.13,96.88,46.88,34.38,9.38,39375,35625,19375,19375,9375,0.22285312,0.51015645,21,54,110,10,6,0.9,0.9167,7,122.75,126.18,13,95.26,84.84,87.83,98.58,1.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,52,0,50,3,54,1,50,5,51,5,53,0,50,2,51,5,2,9,48,7,48,11,27,45,2,50,3,50,3,58,1,50,3,50,0,2,51,0,0,57.3,20,16,1.76,34,1949.5,8,7,8,4,7,56.9,56,49.8,57.7,63.8,55,64.5,47.4,43.1,50,45,42.1,60.4,53.9,56.6,34,29,29,26,34,6
191639,104.23,88.84,118.4,114.75,34,1298.5,110.46,95.04,96.88,96.88,71.88,46.88,46.88,40.63,38125,34375,29375,35625,21875,0.26100418,0.7751304,13,59,109,11,1,0.9833,0.9083,7,103.57,112.89,14,111.62,101.07,82.12,94.71,0.88,0,5,1,1,1,0,0,0,0,0,0,0,0,0,11,61,6,63,4,58,4,59,16,67,6,54,7,61,11,78,17,6,21,62,24,64,37,82,63,7,59,4,52,3,61,5,60,16,69,7,7,58,1,0,54.3,20,10,1.92,36,1700.5,8,7,8,6,7,55.1,53.3,61.6,56.1,57.4,50.9,43.2,63.8,53.1,50.6,50.2,56.9,37.6,51.4,35.9,31,27,31,16,33,3
191841,114.48,105,114.12,108.88,38,1790,112.65,98.44,103.13,96.88,109.38,21.88,46.88,21.88,30625,29375,29375,29375,30625,0.23691562,0.75091165,33,58,117,3,2,0.9667,0.975,7,103.57,112.89,16,109.37,99.02,95.1,107.31,1.19,0,1,0,1,1,0,0,0,0,0,0,0,0,0,9,56,0,50,1,50,4,58,1,50,2,50,0,50,4,57,8,2,10,49,6,47,13,29,46,2,50,7,58,0,50,2,51,4,51,3,0,50,0,1,50.1,20,16,1.88,36,2040,6,8,8,8,6,51.3,53,49.8,59.8,54.4,41.5,49.3,43.9,57.1,53.6,52.7,62,37.6,52.7,53,33,32,37,18,28,2
191942,112.3828,101.2576,125.4275,124.9577,37,1570,109.05,92.66,109.38,71.88,59.38,46.88,21.88,21.88,25625,26875,15625,8125,4375,0.18209791,0.31315124,18,58,119,1,2,0.9667,0.9917,8,103.57,112.89,16,98.63,86.92,93.77,106.16,1.69,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,0,50,0,50,1,50,2,50,1,50,0,50,0,50,3,0,1,31,1,34,6,8,32,0,50,0,50,0,50,1,50,2,50,1,0,50,0,0,38.6,20,12,1.8,38,2060,8,7,8,7,8,41.9,40.5,43.4,46.2,49.8,34.2,28.9,59.3,62.8,66.2,66.8,50.4,44.9,41.5,35.9,37,32,44,11,32,1
192035,116.0042,105.6342,109.4123,94.20238,36,1405,105.28,93.58,146.88,146.88,96.88,46.88,96.88,46.88,21875,15625,18125,10625,9375,0.39069167,0.33112,35,58,116,4,2,0.9667,0.9667,9,97.6,104.06,16,104.56,95.65,139.73,148.67,1.52,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,50,3,55,1,50,4,58,3,50,2,50,2,52,5,61,5,1,4,40,9,52,12,25,44,5,53,0,50,0,50,2,51,2,50,1,3,52,0,0,38.6,20,20,1.88,36,2380,6,8,8,8,6,41.2,36.6,43.4,35.9,46.4,38.9,25.4,68.4,70.6,71.6,71.6,40.9,43.7,44.1,35.9,37,34,45,4,34,4
192136,93.86195,75.10873,101.1325,84.61769,37,1830,121.22,110.48,184.38,46.88,96.88,9.38,3.13,9.38,30625,29375,31875,30625,19375,0.12480625,0.7031252,22,56,118,2,4,0.9333,0.9833,9,98.44,108.06,14,117.89,107.54,95.16,107.37,1.52,1,1,0,1,0,0,0,0,0,0,0,1,0,1,5,52,6,63,2,52,6,65,4,52,7,57,2,51,5,60,14,7,13,55,14,56,24,51,55,3,51,7,61,0,50,3,54,7,57,5,3,51,1,0,49.7,20,12,1.8,31,1710,6,6,7,6,6,55.6,56.3,62,50.4,53.6,42,45.4,43.5,55.1,58,50.8,41.6,49.6,58,49.7,28,25,36,22,30,3
192237,112.6398,99.26678,116.1344,105.5894,37,1980,98.16,83.22,146.88,53.13,84.38,46.88,21.88,9.38,35625,38125,35625,35625,38125,0.1832698,0.9167971,27,57,107,13,3,0.95,0.8917,12,93.3,100.43,17,100.04,90.27,101.93,112.67,1.43,1,1,0,1,0,0,0,0,0,0,0,1,0,3,9,56,3,55,4,56,2,51,9,58,3,51,2,52,0,50,6,4,16,56,5,46,17,38,49,3,51,6,55,3,58,6,63,5,52,1,0,50,0,0,50.1,20,16,1.92,37,1870,6,8,8,8,7,51.6,40.9,52,59.6,46.5,53.3,54.2,46.3,57.1,50,51.8,46,52,50.7,51.3,38,30,31,26,34,5
192439,104.98,87.86,100.79,78.04,32,2320,107.66,96.69,153.13,46.88,103.13,21.88,9.38,3.13,35625,39375,4375,9375,6875,0.13978021,0.33945334,40,51,117,3,9,0.85,0.975,10,75.82,88.68,12,111.68,104.36,95.87,106.44,1.32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15,64,1,50,3,54,1,50,11,60,7,55,1,51,0,50,9,7,19,59,8,50,21,48,53,9,62,9,64,2,55,1,50,12,67,6,1,50,0,0,38.6,20,10,1.72,36,1815.5,6,7,8,7,8,64.4,52.6,52,69.4,49.8,65.1,61.7,42.7,28.1,40.8,21.9,49.8,59.7,33.5,46.3,34,23,31,31,36,3
192540,115.97,107.85,105.98,94.27,31,2495,109.84,94.2,146.88,46.88,21.88,21.88,21.88,3.13,34375,16875,4375,4375,625,0.1099625,0.18125021,28,55,119,1,5,0.9167,0.9917,10,103.57,112.89,16,114.15,103.91,100.48,113.01,1.08,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,50,2,51,1,50,1,50,4,50,1,50,3,56,1,50,8,2,5,42,5,46,13,23,43,2,50,2,50,1,51,4,57,6,53,3,2,51,0,0,38.6,20,12,1.76,34,1824.5,7,6,8,8,5,28.6,42.4,43.4,54,58.3,38.9,35.9,41.6,59.7,50,52.7,52,47.4,41.9,45.2,36,22,29,12,32,4
192641,119.7266,112.0045,121.5331,112.9982,34,1305,126.95,124.42,121.88,21.88,3.13,3.13,3.13,3.13,20625,625,625,625,625,0.03730625,0.06406271,18,60,116,4,0,1,0.9667,8,107.32,112.89,12,118.95,111.91,103.57,114.25,1.13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,2,51,0,50,0,50,1,50,0,50,0,50,3,54,6,0,3,39,3,41,7,13,36,1,50,1,50,0,50,2,51,1,50,0,1,50,0,0,38.6,20,16,1.8,35,1920,7,7,8,7,6,43,53,62,43.7,40.1,38.1,43.6,47.4,64.5,53.6,63.7,48.7,53.7,52.7,54.1,32,25,36,14,29,5
192843,115.16,106.36,119.88,117.03,38,1440,101.28,82.02,128.13,21.88,21.88,15.63,21.88,3.13,30625,36875,29375,19375,19375,0.09524896,0.6165367,16,60,117,3,0,1,0.975,6,89.14,100.43,16,124.13,112.44,99,111.69,1.28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,51,1,50,1,51,4,59,9,58,2,50,2,51,7,67,9,4,6,45,11,53,22,39,51,3,51,2,50,0,50,0,50,8,59,4,2,50,0,0,38.6,20,16,1.8,33,1530,5,7,8,8,5,54.4,48,49.8,51.2,58.5,51.3,48.2,45.5,55,50,55.7,51.1,53.8,56.5,55.3,31,31,29,15,40,4
193239,109.25,94.31,101.08,78.81,32,1505.5,123.79,120.13,96.88,21.88,46.88,90.63,28.13,21.88,9375,9375,1875,1875,1875,0.21569167,0.09348979,26,56,103,17,4,0.9333,0.8583,5,93.3,100.43,14,117.4,110.65,76.08,88.32,1.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,51,1,50,0,50,0,50,4,50,1,50,0,50,0,50,5,2,6,43,1,34,9,16,39,2,50,2,50,0,50,4,57,4,51,1,0,50,0,0,48.6,20,12,1.76,36,1763,7,7,8,7,7,44.5,60.2,43.4,51.2,40.1,45.5,59,34.6,55,50,55.7,44.6,54.1,60,62.2,39,19,38,18,34,3
193441,109.4369,96.38399,112.271,106.631,37,1759.75,111.11,96.12,196.88,96.88,171.88,96.88,46.88,96.88,39375,38125,35625,35625,35625,0.4584,0.90546894,39,55,112,8,5,0.9167,0.9333,10,128.24,133.93,12,115.66,105.67,93.83,106.2,1.11,0,5,1,1,1,0,0,0,0,0,0,0,0,0,7,54,3,54,3,55,4,59,9,58,16,68,6,59,7,67,19,6,13,55,29,68,32,74,61,8,61,5,54,0,50,3,54,15,68,9,9,62,0,0,46,20,10,1.92,38,1970,7,7,8,8,8,59.3,61.3,65.8,56,64.4,45.7,52,52.2,54.9,50,50.2,40.9,53.7,56.8,51.5,22,26,28,15,25,5
193845,105.9446,91.08729,116.529,112.1854,37,1572.5,126.95,118.18,140.63,90.63,178.13,40.63,34.38,9.38,21875,35625,23125,9375,3125,0.26517084,0.3813804,20,58,116,4,2,0.9667,0.9667,8,103.57,112.89,11,113.07,102.39,108.39,122.28,1.4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,50,0,50,4,58,2,52,4,52,2,50,0,50,6,63,9,4,4,41,8,49,15,27,46,2,50,1,50,4,63,0,50,6,55,3,2,50,0,0,60.5,20,16,1.92,37,1720,8,8,8,7,6,51.7,43.6,51.2,51.7,56.8,38.9,43,59.2,74.6,71.6,66,52.3,37.6,51.1,44.8,35,28,42,6,39,3
194140,107.98,92.12,104.42,84.92,37,1395.25,107.74,96.84,153.13,103.13,21.88,21.88,21.88,3.13,29375,29375,18125,4375,3125,0.12376458,0.29987,21,57,108,12,3,0.95,0.9,10,84.01,93.9,12,110.9,103.63,111.33,123.24,1.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,52,1,50,1,50,2,51,6,53,1,50,2,52,3,54,9,4,8,46,6,47,17,31,47,4,52,2,50,1,51,3,53,2,50,0,3,52,0,0,38.6,20,16,1.88,36,1965.5,7,7,8,8,6,42.5,51.4,43.4,46.9,46.4,50.8,52.3,53.3,47.2,55.7,50.6,53,44.9,53.4,52.9,39,29,40,12,30,1
194443,124.9449,120.3351,117.7173,113.7493,35,1229.5,135.98,129.22,196.88,196.88,121.88,196.88,21.88,3.13,39375,29375,1875,1875,1875,0.38912916,0.20221375,18,59,119,1,1,0.9833,0.9917,12,89.14,100.43,13,109.37,99.02,94.16,106.53,1.09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,52,2,51,0,50,2,52,4,52,4,52,1,50,6,63,7,3,7,47,11,53,13,31,48,2,50,1,50,0,50,2,51,6,55,4,2,50,2,0,38.6,20,16,1.8,39,1750,8,8,8,8,7,33.3,48,52.2,40,46.3,34.2,38.7,64.3,54.9,67.7,71.6,66.5,37.6,33.5,44.9,24,32,39,23,42,2
194645,120.9898,115.2325,102.9776,88.18571,32,1804.5,77.83,50.59,21.88,21.88,21.88,21.88,3.13,3.13,35625,35625,19375,9375,9375,0.053191666,0.41744813,10,59,117,3,1,0.9833,0.975,8,103.57,112.89,17,113.75,103.49,96.4,108.86,1.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,58,6,63,3,55,6,65,4,52,8,59,1,50,6,63,13,8,18,60,15,57,23,56,56,6,57,8,63,1,52,3,54,5,53,3,5,54,3,0,38.6,20,12,1.8,35,2660,6,8,8,8,5,52,55.5,60.8,51.2,56.8,51.3,54.2,58.7,57.1,47.8,42,47.7,53.7,53.9,55.2,21,27,35,20,25,3
194746,123.5326,116.8366,121.2995,112.6158,35,1387.5,98.16,83.22,140.63,96.88,121.88,21.88,59.38,9.38,36875,39375,33125,35625,31875,0.25644687,0.8705731,19,60,112,8,0,1,0.9333,7,102.63,108.06,16,102.05,92.5,88.08,98.77,1.35,3,1,1,5,0,3,5,0,1,0,0,1,0,4,1,50,1,50,1,51,0,50,2,50,1,50,1,50,0,50,2,2,3,38,2,38,4,9,34,2,50,2,50,0,50,1,50,1,50,0,0,50,1,0,38.6,20,12,1.8,38,1630,8,6,8,8,8,40,54.6,51.8,51.7,52.7,34.2,45.1,63.8,60.1,56.5,61.9,47,49.6,52.1,50.9,36,34,44,10,32,3
194847,118.53,109.92,117.85,107.83,36,1805,112.26,104.02,146.88,96.88,96.88,46.88,21.88,3.13,35625,38125,34375,30625,30625,0.19329584,0.8199221,20,59,115,5,1,0.9833,0.9583,8,122.75,126.18,16,112.56,105.21,109.22,120.91,1.24,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,50,0,50,1,50,1,50,3,50,2,50,2,52,3,54,9,3,3,39,7,48,13,23,43,0,50,5,52,1,51,0,50,3,50,2,4,54,0,0,38.6,20,12,1.84,37,2530,8,6,8,7,8,54.1,51.1,43.4,51.2,50.4,48.1,51.7,56.2,55,52.2,61.8,59.3,47.4,49.8,54.1,35,23,36,15,32,1
194948,114.69,103.48,123.07,114.87,37,1557.75,108.42,97.78,196.88,171.88,184.38,171.88,196.88,196.88,39375,39375,39375,39375,39375,0.9459,0.9843752,30,57,106,14,3,0.95,0.8833,9,93.3,100.43,16,108.4,100.49,110.85,122.83,1.14,2,5,1,1,1,4,0,0,5,0,5,1,0,3,2,50,1,50,1,50,1,50,4,50,9,60,4,58,5,61,16,8,4,40,18,61,21,43,52,2,50,1,50,0,50,1,50,13,69,9,5,56,2,0,44.1,20,25,1.92,33,1890,8,8,8,2,7,59.2,45.6,54.2,56,50.5,45.6,49,68.4,60.1,57.8,50.8,48.9,59.3,51.4,54.1,25,32,32,11,33,6
195041,126.2651,120.2287,112.9418,101.1482,36,1515,126.95,124.42,146.88,96.88,46.88,21.88,21.88,21.88,39375,9375,14375,19375,6875,0.16048333,0.3875002,21,57,112,8,3,0.95,0.9333,8,93.3,100.43,16,108.94,101.24,105.06,115.84,1.25,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,50,2,51,0,50,1,50,2,50,1,50,0,50,0,50,6,2,2,36,1,34,9,12,35,0,50,2,50,0,50,1,50,4,51,2,1,50,0,0,52.6,20,20,1.72,36,1730.5,6,8,8,8,6,36.4,36.6,56.4,37.9,54.1,44.8,40.4,53.5,57.7,50.8,57.2,49.8,37.6,33.5,47.2,32,27,41,3,32,2
195445,125.7272,121.7053,118.1443,114.4258,35,1712.5,112.27,97.87,121.88,78.13,46.88,46.88,46.88,21.88,34375,34375,34375,29375,19375,0.22129062,0.72369814,14,59,117,3,1,0.9833,0.975,9,98.44,108.06,16,108.78,98.3,112.32,127.39,1.29,1,5,1,1,0,0,0,0,0,0,0,1,0,1,16,65,7,67,3,54,2,51,12,61,11,62,2,52,0,50,16,7,26,64,13,56,30,69,60,12,67,6,55,1,51,8,70,11,64,6,4,54,0,0,38.6,20,25,1.8,38,1725,6,8,8,8,8,55.7,60.6,56.9,59.6,60,51.3,64.7,48.3,40.1,34.1,45,31.7,73,55.5,55.6,31,23,37,30,27,15
